notation;title;description
3.1.4;in einem Alltagsgespräch klar artikulierte Standardsprache verstehen, sie müssen aber manchmal um Wiederholung oder Klärung bestimmter Wörter und Wendungen bitten.;;a7c6fb18-d12c-4f76-bcda-8d7302426c72
3.1.5;an routinemäßigen formellen Diskussionen über vertraute Themen teilnehmen, sofern die Punkte in überwiegend einfacher Sprache vorgebracht und/oder wiederholt werden und Gelegenheit zur Klärung besteht.;;52c3efa4-e8f1-46b0-a94f-32c668613875
3.1.6;unkomplizierte Sachinformationen über vertraute Themen adressaten-, situations- und zweckangemessen weitergeben und Informationsfragen dazu detailliert beantworten.;;93319808-6b8b-4f27-bc02-1c32cea21378
3.1.7;(digitale) Hilfsmittel nutzen, um relativ einfache, aber ausführliche Gespräche mit persönlich bekannten Personen zu führen oder grundlegende Dienstleistungen zu erhalten.;;1350e352-405b-463c-b31c-f15f245e61aa
3.1.8;neue Ausdrücke und Kombinationen von Ausdrücken einüben und ausprobieren und um Rückmeldung dazu bitten.;;cad22044-04a4-4e50-b093-f805c2ab3bc8
3.1.9;sprachlich oder inhaltlich ähnliche Wörter verwenden, im Versuch ein fehlendes Wort zu paraphrasieren.;;5e5954aa-cdbb-49d2-9763-a6399aaabaea
3.1.10;ein strukturell unkompliziertes Gespräch adressaten-, situations- und zweckangemessen beginnen, in Gang haltenund beenden.;;0dd6715a-d9d6-48b8-9b8a-2791d1703981
3.1.11;die in einer Sprache/weiteren Sprachen verfügbaren Kenntnisse, Fertigkeiten und erlernten Strategien in der Regel selbstständig für die spontane Alltagskommunikation in der Zielsprache nutzen.;;9b178945-b780-46f4-88ea-9f217331720a
3.2;Mündliche Produktion;;2b29002e-7596-4058-94e2-6c5f76b6ce8a
3.2.1;weitgehend flüssig strukturell unkomplizierte, aber zusammenhängende Beschreibungen und Darstellungen zu vertrauten Themen geben, wobei die einzelnen Punkte linear aneinandergereiht werden.;;20ca2abf-2652-4a0e-92a0-44894d2d5be0
3.2.2;zu verschiedenen vertrauten Themen des eigenen Interessenbereichs strukturell unkomplizierte Beschreibungen oder Berichte geben.;;ae1bae6e-4626-4f8d-8598-44cacdf76af9
3.2.3;die Hauptaspekte einer Idee oder eines Problems hinreichend genau erklären.;;36618dd3-9ee4-469a-91a4-4bdde2be2bd4
3.2.4;für Ansichten, Pläne oder Handlungen, kurze Begründungen oder Erklärungen geben.;;bf78ed09-8a6e-4469-aac9-9a374c42d9f5
3.2.5;vorbereitete Präsentationen zu vertrauten Themen in verschiedenen Kommunikationsformen so klar und präzise vortragen, dass man dieser meist mühelos folgen kann.;;8f57814c-e998-4f34-be97-1a710343b9b4
3.2.6;(digitale) Hilfsmittel in der Regel selbstständig nutzen, um zusammenhängende mündliche Äußerungen zu vertrauten Themen zu verfassen.;;3e61616a-c7a2-4666-9eff-3809146b34b1
3.2.7;ihre begrenzten Kompetenzen in den verschiedenen ihnen eventuell zur Verfügung stehenden Sprachen in der Regel selbstständig für zusammenhängende Beschreibungen und Berichte in der Zielsprache nutzen.;;a93ad774-e7d6-455e-a4b8-77a9d408a5fa
4;Schreiben;Schreiben ist auf die Produktion schriftlicher Texte ausgerichtet. Dabei ist es in der Regel eine auf die zwischenmenschliche Kommunikation zielende Aktivität, die allerdings auch individuellen Lern-, Erkenntnis- und Reflexionsprozessen dienen kann. Es wird jedoch im Folgenden zwischen schriftlicher Interaktion (Kommunikation zwischen zwei oder mehreren Partnern) und schriftlicher Produktion (Verfassen von Texten, die keine direkte Reaktion beabsichtigen) unterschieden, da sie unterschiedliche Teilkompetenzen und Strategien erfordern. Die schriftliche Kommunikation umfasst unterschiedliche Genres, d.h. diskurse Textformen, die für die Alltagskommunikation der Schülerinnen und Schüler relevant sind. Durch die digitale Transformation hat die schriftliche Kommunikation an Bedeutung gewonnen und neue (multimodale) Textsorten sind entstanden.;0a69a348-784f-474c-8924-1e2485f141d7
4.1;Schriftliche Interaktion;;477417ea-6557-43b6-8faf-7e8b56cdebfc
4.1.1;adressaten-, situations- und zweckangemessen in einfachen Texten zu vertrauten Themen schriftlich interagieren.;;e4e86bd0-ae7f-415d-a79e-eb2f4b99769e
4.1.2;in persönlichen Korrespondenzen einfache Informationen von unmittelbarer Bedeutung geben oder erfragen und dabei deutlich machen, was sie für wichtig halten.;;1de49d0e-428d-4fe2-a458-02aa92306731
4.1.3;persönliche Korrespondenzen verfassen und darin detailliert über Erfahrungen, Gefühle, Ereignisse, Meinungen berichten.;;4fbc7b65-8c7c-4b0e-9ed9-fe795a174011
4.1.4;adressaten-, situations- und zweckangemessen Notizen mit einfachen, unmittelbar relevanten Informationen formulieren.;;b86e45eb-ee4c-4478-9eee-9015f81a0f55
4.1.5;formelle Schreiben, die inhaltlich, sprachlich und formal korrekt gestaltet sein sollen, verfassen und bei Bedarf notwendige (digitale) Hilfen nutzen.;;0448bbcf-30f4-4980-9d1d-facd01c591fb
4.1.6;Beitrag zu einer Online-Diskussion über ein vertrautes Thema formulieren und individuell und weitgehend detailliert auf die Kommentare anderer eingehen.;;e6675bca-ff43-4886-874d-1f44dec7c171
4.1.7;in der Regel selbständig erklären, warum bestimmte Teile oder Aspekte eines literarisch-ästhetischen Textes für sie von besonderem Interesse sind.;;b9886fc7-87e8-4fff-8ec6-53e007b27d4f
4.1.8;(digitale) Hilfsmittel in der Regel selbstständig nutzen, um in einfachen Texten schriftlich zu interagieren.;;11520b6e-29db-45bb-8537-2b4cac343146
4.1.9;sprachlich oder inhaltlich ähnliche Wörter verwenden, im Versuch ein fehlendes Wort zu paraphrasieren.;;2630782e-4a04-466d-bb90-af8a60b4e5e4
4.1.10;andere um Erklärung, mehr Details oder Wiederholung in digitalen Kommunikationsformen bitten.;;440f4855-5975-4bcf-8332-ef22158956e4
4.1.11;die in einer Sprache/weiteren Sprachen verfügbaren Kenntnisse, Fertigkeiten und erlernten Strategien in der Regel selbstständig für schriftliche Interaktion in der Zielsprache nutzen.;;a8210ce9-25fc-4606-96ae-3d61501acd1f
4.2;Schriftliche Produktion;;9aea676a-5ff9-48c5-99cc-f03a28f37264
4.2.1;strukturell unkomplizierte, zusammenhängende Texte zu vertrauten und gesellschaftlich relevanten Themen verfassen, wobei einzelne kürzere Teile in linearer Abfolge verbunden werden.;;31d136a7-6f55-4f15-896e-5e5eeafd748f
4.2.2;Beschreibungen eines realen oder fiktiven Ereignisses verfassen.;;4e2d977f-db05-4440-bbbb-9522a529dca1
4.2.3;in einem üblichen Standardformat kurze Berichte verfassen, in denen Sachinformationen weitergegeben und Gründe für Handlungen angegeben werden.;;06aa30b3-dba0-46e2-ad7b-13aa17ef5ed5
4.2.4;(digitale) Hilfsmittel in der Regel selbstständig nutzen, um relativ einfache zusammenhängende Texte zu vertrauten Themen zu verfassen und zu revidieren/korrigieren.;;de0b9271-6cb8-4201-a870-3dd4710beb04
4.2.5;das eigene Repertoire an sprachlichen Mitteln mit Hilfe (digitaler) Werkzeuge in der Regel selbstständig erweitern.;;7ca7e87d-0eda-4f4e-8665-b14efecd1ff6
4.2.6;die in einer Sprache/weiteren Sprachen verfügbaren Kenntnisse, Fertigkeiten und erlernten Strategien in der Regel selbstständig für das Verfassen von zielsprachigen Texten nutzen.;;8d008675-ed4f-45a0-b86f-cd9a152044c1
5;Mediation / Sprachmittlung;Mediation ist ein interaktiver Prozess, mit dem Kommunikation, Verständnis und Kooperation zwischen Personen ermöglicht und aufrechterhalten werden. Dieser Prozess vollzieht sich zum Beispiel beim Mitteln von Textinhalten und Konzepten sowie beim Ermöglichen und Gestalten von Kommunikation zwischen Menschen, die aufgrund ihrer Herkunft und Erfahrungen unterschiedliche individuelle, soziale, kulturelle oder sprachliche Grundlagen und Kompetenzen haben. Diese können zu verschiedenen kommunikativ-interaktiven Voraussetzungen und folglich unterschiedlichen Verstehensmöglichkeiten führen und eine Verständigung beeinträchtigen. Sprachmittlung umfasst die sprachlichen Prozesse der Mediation. Sprachmittlung besteht in der adressaten-, situations- und zweckangemessenen Übertragung von Informationen aus einer Sprache A in eine Sprache B für andere Personen, die anderenfalls keinen Zugang zu diesen Informationen hätten. Damit ist die Sprachmittlung eine interaktive kommunikative Kompetenz, die auf andere (fremdsprachliche) Kompetenzbereiche zurückgreift. Die Anforderungen ergeben sich aus der Vertrautheit mit den zu mittelnden Informationen, der Richtung, in der die Sprachmittlung erfolgt sowie ggf. dem Wechsel zwischen verschiedenen sprachlichen Repräsentationsformen (z. B. vom Hören zum Schreiben, vom Lesen zum Sprechen).;290a8dc8-3459-48aa-b4d9-ed44a9fa84d6
5.1;in beide Richtungen zwischen Deutsch und der ersten Fremdsprache sprachlich und kulturell mündlich, schriftlich sowie im Wechsel der sprachlichen Repräsentationsformen auch längere Texte mitteln, wenn diese in strukturell unkomplizierter Sprache formuliert sind. Dabei sind ihnen die Kommunikations- und Interaktionsformen sowie die Themen vertraut.;;5a44d8c9-3060-4966-a203-60e7a44e7df7
5.2;Interaktionen voranbringen, indem sie andere Menschen einladen, ihr Wissen, ihre eigenen Erfahrungen und Sichtweisen einzubringen.;;54218635-80f0-46c5-8f29-0f2b20b20d4f
5.3;einfache Gespräche für Menschen verschiedener Herkunft durch Sprachmittlung sicherstellen. Sie sind sich dabei der eventuellen herkunftsbedingten Unterschiede und Verständnisschwierigkeiten zwischen den Menschen bewusst.;;e2fe907e-d0bc-46ae-80d2-feabde61a2b3
5.4;in Sprachmittlungs- bzw. Mediationssituationen ihre Kompetenzen im eigenen Repertoire strategisch und zielführend in der Regel selbstständig nutzen.;;d9642d60-2043-484d-a046-3b6dbed2d403
5.5;strategisch und zielführend in Sprachmittlungs- bzw. Mediationssituationen auf personale und mediale (digitale) Hilfen in der Regel selbstständig zurückgreifen.;;75cbba2b-36aa-4e11-bb2b-6e126873f3fe
