notation;title;description
2.9;mit Hilfe von Hinweisen in Texten und der Aufgabe Vorhersagen über den weiteren Inhalt treffen und diese während des Lesens anpassen.;;b9b28374-aa0b-4d41-bb16-80d343813179
2.10;die in einer Sprache/weiteren Sprachen verfügbaren Kenntnisse und erlernten Strategien in der Regel selbstständig aktivieren, um zielsprachige Texte zu verstehen.;;0bb6365d-345b-46ec-aa85-90b277aa6851
3;Sprechen;Sprechen ist auf die Produktion mündlicher Texte ausgerichtet. Dabei ist Sprechen stets – selbst in der Form eines Vortrags – ein interaktiver Vorgang, da die Reaktionen eines Publikums u.a. eingeplant, antizipiert, aufgegriffen werden. Im Folgenden wird jedoch unterschieden zwischen mündlicher Interaktion als Form dialogischen Sprechens und mündlicher Produktion als Form monologischen Sprechens, da diese jeweils unterschiedliche Teilkompetenzen und Strategien erfordern. Beide Formen mündlicher Kommunikation umfassen narrative, expositorische und argumentative Genres, die für die Alltagskommunikation der Schülerinnen und Schüler relevant sind. Diese Kommunikation findet sowohl face-to-face als auch im digitalen Raum statt. So sind durch den Einsatz digitaler Medien neue Formen der Mündlichkeit entstanden.;3beae8c3-0db9-4202-a316-1d694c736927
3.1;Mündliche Interaktion;;fe2990e6-1e2d-426b-b071-ad3db11419c4
3.1.1;spontan und flüssig an Gesprächen zu vertrauten und gesellschaftlich relevanten Themen teilnehmen, persönliche Meinungen ausdrücken und Argumente austauschen über Themen, die vertraut sind.;;2690bae3-20df-43c2-909b-5c9386e76771
3.1.2;an mündlichen Interaktionsformen teilnehmen, die eine inhaltliche, sprachliche oder strategische Vorbereitung voraussetzen.;;07ee6376-e3a0-4879-84b3-495322e7e093
3.1.3;ein strukturell unkompliziertes Gespräch auch ohne Vorbereitung unter Berücksichtigung der wichtigsten Höflichkeitskonventionen spontan führen.;;4dd99aef-c328-45ad-849d-188be8011d31
3.1.4;in einem Alltagsgespräch klar artikulierte Standardsprache verstehen, sie müssen aber manchmal um Wiederholung oder Klärung bestimmter Wörter und Wendungen bitten.;;01bb7dc3-72a4-4be4-9ea5-e315e8ab97c7
3.1.5;an routinemäßigen formellen Diskussionen über vertraute Themen teilnehmen, sofern die Punkte in überwiegend einfacher Sprache vorgebracht und/oder wiederholt werden und Gelegenheit zur Klärung besteht.;;caf9d851-fa03-430c-995b-a14e9910cd0d
3.1.6;unkomplizierte Sachinformationen über vertraute Themen adressaten-, situations- und zweckangemessen weitergeben und Informationsfragen dazu detailliert beantworten.;;889aa69a-fc1c-43ed-bf0e-5e80c5c64bf2
3.1.7;(digitale) Hilfsmittel nutzen, um relativ einfache, aber ausführliche Gespräche mit persönlich bekannten Personen zu führen oder grundlegende Dienstleistungen zu erhalten.;;6be4fc9d-784b-4c08-a122-a2b8ea499a4f
3.1.8;neue Ausdrücke und Kombinationen von Ausdrücken einüben und ausprobieren und um Rückmeldung dazu bitten.;;8be200f9-4fc7-4599-a671-7c602f2e4bd1
3.1.9;sprachlich oder inhaltlich ähnliche Wörter verwenden, im Versuch ein fehlendes Wort zu paraphrasieren.;;dc0acb81-d2f4-4d04-a8d4-26ebcfb17fe3
3.1.10;ein strukturell unkompliziertes Gespräch adressaten-, situations- und zweckangemessen beginnen, in Gang haltenund beenden.;;025b342e-6862-48ed-b4ac-8acc81cf7f87
3.1.11;die in einer Sprache/weiteren Sprachen verfügbaren Kenntnisse, Fertigkeiten und erlernten Strategien in der Regel selbstständig für die spontane Alltagskommunikation in der Zielsprache nutzen.;;24cc6578-078d-4efe-8ce1-7866df309d91
3.2;Mündliche Produktion;;dd357b37-84b5-46bc-bffb-7ac1831f7e67
3.2.1;weitgehend flüssig strukturell unkomplizierte, aber zusammenhängende Beschreibungen und Darstellungen zu vertrauten Themen geben, wobei die einzelnen Punkte linear aneinandergereiht werden.;;2bca33ab-1477-43de-95a8-8c9ffdc4941c
3.2.2;zu verschiedenen vertrauten Themen des eigenen Interessenbereichs strukturell unkomplizierte Beschreibungen oder Berichte geben.;;3a34d619-2c19-4c94-94ae-61e32cd3167f
3.2.3;die Hauptaspekte einer Idee oder eines Problems hinreichend genau erklären.;;88389668-39e2-458e-968b-387b8410ee4a
3.2.4;für Ansichten, Pläne oder Handlungen, kurze Begründungen oder Erklärungen geben.;;d20fe90a-cc1f-4478-b45d-ddaafa7e59a8
3.2.5;vorbereitete Präsentationen zu vertrauten Themen in verschiedenen Kommunikationsformen so klar und präzise vortragen, dass man dieser meist mühelos folgen kann.;;97a0f99c-c206-42a1-8ebb-23b02e3aed4b
3.2.6;(digitale) Hilfsmittel in der Regel selbstständig nutzen, um zusammenhängende mündliche Äußerungen zu vertrauten Themen zu verfassen.;;ad0731c7-817c-45ec-ba71-ebb69229cf83
3.2.7;ihre begrenzten Kompetenzen in den verschiedenen ihnen eventuell zur Verfügung stehenden Sprachen in der Regel selbstständig für zusammenhängende Beschreibungen und Berichte in der Zielsprache nutzen.;;e95cb41e-4f38-44cd-9c55-0bd5b575ce12
4;Schreiben;Schreiben ist auf die Produktion schriftlicher Texte ausgerichtet. Dabei ist es in der Regel eine auf die zwischenmenschliche Kommunikation zielende Aktivität, die allerdings auch individuellen Lern-, Erkenntnis- und Reflexionsprozessen dienen kann. Es wird jedoch im Folgenden zwischen schriftlicher Interaktion (Kommunikation zwischen zwei oder mehreren Partnern) und schriftlicher Produktion (Verfassen von Texten, die keine direkte Reaktion beabsichtigen) unterschieden, da sie unterschiedliche Teilkompetenzen und Strategien erfordern. Die schriftliche Kommunikation umfasst unterschiedliche Genres, d.h. diskurse Textformen, die für die Alltagskommunikation der Schülerinnen und Schüler relevant sind. Durch die digitale Transformation hat die schriftliche Kommunikation an Bedeutung gewonnen und neue (multimodale) Textsorten sind entstanden.;f2bb99a8-abb7-43ca-802d-957d29e102fc
4.1;Schriftliche Interaktion;;8979cd5b-237c-4685-8599-f7849c33a235
4.1.1;adressaten-, situations- und zweckangemessen in einfachen Texten zu vertrauten Themen schriftlich interagieren.;;e2f35cba-b984-4aab-a945-639f4324977e
4.1.2;in persönlichen Korrespondenzen einfache Informationen von unmittelbarer Bedeutung geben oder erfragen und dabei deutlich machen, was sie für wichtig halten.;;a0c146f3-b296-4eea-8a3a-479423c81454
4.1.3;persönliche Korrespondenzen verfassen und darin detailliert über Erfahrungen, Gefühle, Ereignisse, Meinungen berichten.;;0969762c-1531-4ac0-a612-e274981671fa
4.1.4;adressaten-, situations- und zweckangemessen Notizen mit einfachen, unmittelbar relevanten Informationen formulieren.;;07a07116-29d4-43a9-927b-57dfc0fece9c
4.1.5;formelle Schreiben, die inhaltlich, sprachlich und formal korrekt gestaltet sein sollen, verfassen und bei Bedarf notwendige (digitale) Hilfen nutzen.;;d9a5ee83-3c68-49e8-b3a4-8d592152bc5e
4.1.6;Beitrag zu einer Online-Diskussion über ein vertrautes Thema formulieren und individuell und weitgehend detailliert auf die Kommentare anderer eingehen.;;5d86c649-7dac-4293-8341-217d53104c6c
4.1.7;in der Regel selbständig erklären, warum bestimmte Teile oder Aspekte eines literarisch-ästhetischen Textes für sie von besonderem Interesse sind.;;b757cedb-8a3d-4594-b251-3a273afed091
4.1.8;(digitale) Hilfsmittel in der Regel selbstständig nutzen, um in einfachen Texten schriftlich zu interagieren.;;f1f0e667-4b95-43fe-a005-0ecb23b4e94f
4.1.9;sprachlich oder inhaltlich ähnliche Wörter verwenden, im Versuch ein fehlendes Wort zu paraphrasieren.;;a1ead53a-73cf-4ca4-82ff-9f7d16f4a5be
4.1.10;andere um Erklärung, mehr Details oder Wiederholung in digitalen Kommunikationsformen bitten.;;986d6e78-6c9a-4eb6-a9a8-55179e870638
4.1.11;die in einer Sprache/weiteren Sprachen verfügbaren Kenntnisse, Fertigkeiten und erlernten Strategien in der Regel selbstständig für schriftliche Interaktion in der Zielsprache nutzen.;;b6d77c7e-6db3-42d4-b6e7-9ff9b3825242
4.2;Schriftliche Produktion;;752bce56-a601-468c-b959-8880df703bbb
4.2.1;strukturell unkomplizierte, zusammenhängende Texte zu vertrauten und gesellschaftlich relevanten Themen verfassen, wobei einzelne kürzere Teile in linearer Abfolge verbunden werden.;;09840026-0ad2-4ce2-9830-14708fe5b894
4.2.2;Beschreibungen eines realen oder fiktiven Ereignisses verfassen.;;e5050f78-084d-4e74-a78e-7d0ec910072e
4.2.3;in einem üblichen Standardformat kurze Berichte verfassen, in denen Sachinformationen weitergegeben und Gründe für Handlungen angegeben werden.;;41a32911-da9a-4959-9b18-1c0dcbba17f7
4.2.4;(digitale) Hilfsmittel in der Regel selbstständig nutzen, um relativ einfache zusammenhängende Texte zu vertrauten Themen zu verfassen und zu revidieren/korrigieren.;;cd08a54e-5d24-4099-a6f2-3c72b48a8afb
4.2.5;das eigene Repertoire an sprachlichen Mitteln mit Hilfe (digitaler) Werkzeuge in der Regel selbstständig erweitern.;;1565d5e4-2a59-41ac-8b13-4cf2376a1949
4.2.6;die in einer Sprache/weiteren Sprachen verfügbaren Kenntnisse, Fertigkeiten und erlernten Strategien in der Regel selbstständig für das Verfassen von zielsprachigen Texten nutzen.;;b148402c-0d08-41e8-9abc-d439e56ce21d
5;Mediation / Sprachmittlung;Mediation ist ein interaktiver Prozess, mit dem Kommunikation, Verständnis und Kooperation zwischen Personen ermöglicht und aufrechterhalten werden. Dieser Prozess vollzieht sich zum Beispiel beim Mitteln von Textinhalten und Konzepten sowie beim Ermöglichen und Gestalten von Kommunikation zwischen Menschen, die aufgrund ihrer Herkunft und Erfahrungen unterschiedliche individuelle, soziale, kulturelle oder sprachliche Grundlagen und Kompetenzen haben. Diese können zu verschiedenen kommunikativ-interaktiven Voraussetzungen und folglich unterschiedlichen Verstehensmöglichkeiten führen und eine Verständigung beeinträchtigen. Sprachmittlung umfasst die sprachlichen Prozesse der Mediation. Sprachmittlung besteht in der adressaten-, situations- und zweckangemessenen Übertragung von Informationen aus einer Sprache A in eine Sprache B für andere Personen, die anderenfalls keinen Zugang zu diesen Informationen hätten. Damit ist die Sprachmittlung eine interaktive kommunikative Kompetenz, die auf andere (fremdsprachliche) Kompetenzbereiche zurückgreift. Die Anforderungen ergeben sich aus der Vertrautheit mit den zu mittelnden Informationen, der Richtung, in der die Sprachmittlung erfolgt sowie ggf. dem Wechsel zwischen verschiedenen sprachlichen Repräsentationsformen (z. B. vom Hören zum Schreiben, vom Lesen zum Sprechen).;3f7db37f-6c5a-40f1-b321-d5223debf305
5.1;in beide Richtungen zwischen Deutsch und der ersten Fremdsprache sprachlich und kulturell mündlich, schriftlich sowie im Wechsel der sprachlichen Repräsentationsformen auch längere Texte mitteln, wenn diese in strukturell unkomplizierter Sprache formuliert sind. Dabei sind ihnen die Kommunikations- und Interaktionsformen sowie die Themen vertraut.;;d0d0b1dd-55ea-4de1-9a76-4bcdb89878da
5.2;Interaktionen voranbringen, indem sie andere Menschen einladen, ihr Wissen, ihre eigenen Erfahrungen und Sichtweisen einzubringen.;;cdd06e2e-15d8-4a0a-8b95-9d060805cb9e
5.3;einfache Gespräche für Menschen verschiedener Herkunft durch Sprachmittlung sicherstellen. Sie sind sich dabei der eventuellen herkunftsbedingten Unterschiede und Verständnisschwierigkeiten zwischen den Menschen bewusst.;;4e011812-23fe-49db-86da-fdcfcc645906
5.4;in Sprachmittlungs- bzw. Mediationssituationen ihre Kompetenzen im eigenen Repertoire strategisch und zielführend in der Regel selbstständig nutzen.;;3e449c7d-3776-4788-bdc8-35c4023ae014
5.5;strategisch und zielführend in Sprachmittlungs- bzw. Mediationssituationen auf personale und mediale (digitale) Hilfen in der Regel selbstständig zurückgreifen.;;6f7a7bd5-9920-44b9-a398-90dae24fc3b0
